,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,0.373,0.308,0.324,0.382,,,,,,,
C,,0.392,0.215,0.217,0.3,,,,,,,
D,,0.315,0.208,0.213,0.226,,,,,,,
E,,0.269,0.196,0.18,0.221,,,,,,,
F,,0.222,0.165,0.168,0.216,,,,,,,
G,,0.205,0.164,0.165,0.2,,,,,,,
H,,,,,,,,,,,,
