,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,0.462,0.449,0.42,0.4,,,,,,,
C,,0.475,0.305,0.325,0.342,,,,,,,
D,,0.355,0.315,0.312,0.306,,,,,,,
E,,0.324,0.268,0.24,0.294,,,,,,,
F,,0.309,0.21,0.198,0.276,,,,,,,
G,,0.251,0.197,0.186,0.2,,,,,,,
H,,,,,,,,,,,,
