,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,0.387,0.342,0.281,0.259,,,,,,,
C,,0.286,0.222,0.218,0.223,,,,,,,
D,,0.221,0.228,0.222,0.216,,,,,,,
E,,0.212,0.221,0.228,0.216,,,,,,,
F,,0.208,0.225,0.232,0.216,,,,,,,
G,,0.21,0.209,0.196,0.168,,,,,,,
H,,,,,,,,,,,,
